ka,ba,kc,bc,r,loss,success,time,run_idx,acq_function,cycle
1.0808290128214932,-0.6826752255046546,1.0195254015709299,-0.42721595044137084,0.042365479933890476,10000000000.0,True,18.315105199813843,0,ei,3
0.9000343124452035,-1.0465011410522402,0.9668088018810296,-0.4195132598367628,0.014675589081711305,10000000000.0,True,12.596686601638794,1,ei,3
1.0648987433636128,-0.8470164110725846,0.9743979608568015,-1.461110652258163,0.0420367802087489,10000000000.0,True,15.284729957580566,2,ei,3
1.0808290128214932,-0.6826752255046546,1.0195254015709299,-0.42721595044137084,0.042365479933890476,10000000000.0,True,13.615432977676392,0,ucb,3
0.9000343124452035,-1.0465011410522402,0.9668088018810296,-0.4195132598367628,0.014675589081711305,10000000000.0,True,10.395081520080566,1,ucb,3
1.0648987433636128,-0.8470164110725846,0.9743979608568015,-1.461110652258163,0.0420367802087489,10000000000.0,True,9.572482109069824,2,ucb,3
1.0808290128214932,-0.6826752255046546,1.0195254015709299,-0.42721595044137084,0.042365479933890476,10000000000.0,True,8.938558578491211,0,poi,3
0.9000343124452035,-1.0465011410522402,0.9668088018810296,-0.4195132598367628,0.014675589081711305,10000000000.0,True,9.44595456123352,1,poi,3
1.0648987433636128,-0.8470164110725846,0.9743979608568015,-1.461110652258163,0.0420367802087489,10000000000.0,True,7.487738370895386,2,poi,3
1.0808290128214932,-0.6826752255046546,1.0195254015709299,-0.42721595044137084,0.042365479933890476,10000000000.0,True,7.422819375991821,0,ei,54
0.9000343124452035,-1.0465011410522402,0.9668088018810296,-0.4195132598367628,0.014675589081711305,10000000000.0,True,9.571150779724121,1,ei,54
1.0648987433636128,-0.8470164110725846,0.9743979608568015,-1.461110652258163,0.0420367802087489,10000000000.0,True,10.028314352035522,2,ei,54
1.0808290128214932,-0.6826752255046546,1.0195254015709299,-0.42721595044137084,0.042365479933890476,10000000000.0,True,7.585054874420166,0,ucb,54
0.9000343124452035,-1.0465011410522402,0.9668088018810296,-0.4195132598367628,0.014675589081711305,10000000000.0,True,7.398130655288696,1,ucb,54
1.0648987433636128,-0.8470164110725846,0.9743979608568015,-1.461110652258163,0.0420367802087489,10000000000.0,True,7.265008926391602,2,ucb,54
1.0808290128214932,-0.6826752255046546,1.0195254015709299,-0.42721595044137084,0.042365479933890476,10000000000.0,True,7.443424463272095,0,poi,54
0.9000343124452035,-1.0465011410522402,0.9668088018810296,-0.4195132598367628,0.014675589081711305,10000000000.0,True,7.158035516738892,1,poi,54
1.0648987433636128,-0.8470164110725846,0.9743979608568015,-1.461110652258163,0.0420367802087489,10000000000.0,True,7.29360818862915,2,poi,54
1.0808290128214932,-0.6826752255046546,1.0195254015709299,-0.42721595044137084,0.042365479933890476,10000000000.0,True,6.78772759437561,0,ei,105
0.9000343124452035,-1.0465011410522402,0.9668088018810296,-0.4195132598367628,0.014675589081711305,10000000000.0,True,9.630857229232788,1,ei,105
1.0648987433636128,-0.8470164110725846,0.9743979608568015,-1.461110652258163,0.0420367802087489,10000000000.0,True,9.412565469741821,2,ei,105
1.0808290128214932,-0.6826752255046546,1.0195254015709299,-0.42721595044137084,0.042365479933890476,10000000000.0,True,6.9656126499176025,0,ucb,105
0.9000343124452035,-1.0465011410522402,0.9668088018810296,-0.4195132598367628,0.014675589081711305,10000000000.0,True,5.94558572769165,1,ucb,105
1.0648987433636128,-0.8470164110725846,0.9743979608568015,-1.461110652258163,0.0420367802087489,10000000000.0,True,6.049002408981323,2,ucb,105
1.0808290128214932,-0.6826752255046546,1.0195254015709299,-0.42721595044137084,0.042365479933890476,10000000000.0,True,6.0158820152282715,0,poi,105
0.9000343124452035,-1.0465011410522402,0.9668088018810296,-0.4195132598367628,0.014675589081711305,10000000000.0,True,6.028394937515259,1,poi,105
1.0648987433636128,-0.8470164110725846,0.9743979608568015,-1.461110652258163,0.0420367802087489,10000000000.0,True,6.763354301452637,2,poi,105
1.0808290128214932,-0.6826752255046546,1.0195254015709299,-0.42721595044137084,0.042365479933890476,10000000000.0,True,6.574055433273315,0,ei,156
0.9000343124452035,-1.0465011410522402,0.9668088018810296,-0.4195132598367628,0.014675589081711305,10000000000.0,True,6.687231540679932,1,ei,156
1.0648987433636128,-0.8470164110725846,0.9743979608568015,-1.461110652258163,0.0420367802087489,10000000000.0,True,11.664817571640015,2,ei,156
1.0808290128214932,-0.6826752255046546,1.0195254015709299,-0.42721595044137084,0.042365479933890476,10000000000.0,True,6.210649490356445,0,ucb,156
0.9000343124452035,-1.0465011410522402,0.9668088018810296,-0.4195132598367628,0.014675589081711305,10000000000.0,True,6.193302631378174,1,ucb,156
1.0648987433636128,-0.8470164110725846,0.9743979608568015,-1.461110652258163,0.0420367802087489,10000000000.0,True,9.056255102157593,2,ucb,156
1.0808290128214932,-0.6826752255046546,1.0195254015709299,-0.42721595044137084,0.042365479933890476,10000000000.0,True,8.723528146743774,0,poi,156
0.9000343124452035,-1.0465011410522402,0.9668088018810296,-0.4195132598367628,0.014675589081711305,10000000000.0,True,6.090520620346069,1,poi,156
1.0648987433636128,-0.8470164110725846,0.9743979608568015,-1.461110652258163,0.0420367802087489,10000000000.0,True,6.54810094833374,2,poi,156
1.0808290128214932,-0.6826752255046546,1.0195254015709299,-0.42721595044137084,0.042365479933890476,10000000000.0,True,15.696280479431152,0,ei,207
0.9000343124452035,-1.0465011410522402,0.9668088018810296,-0.4195132598367628,0.014675589081711305,10000000000.0,True,13.12876844406128,1,ei,207
1.0648987433636128,-0.8470164110725846,0.9743979608568015,-1.461110652258163,0.0420367802087489,10000000000.0,True,14.615519523620605,2,ei,207
1.0808290128214932,-0.6826752255046546,1.0195254015709299,-0.42721595044137084,0.042365479933890476,10000000000.0,True,6.574177026748657,0,ucb,207
0.9000343124452035,-1.0465011410522402,0.9668088018810296,-0.4195132598367628,0.014675589081711305,10000000000.0,True,6.07967472076416,1,ucb,207
1.0648987433636128,-0.8470164110725846,0.9743979608568015,-1.461110652258163,0.0420367802087489,10000000000.0,True,6.292069911956787,2,ucb,207
1.0808290128214932,-0.6826752255046546,1.0195254015709299,-0.42721595044137084,0.042365479933890476,10000000000.0,True,6.0688316822052,0,poi,207
0.9000343124452035,-1.0465011410522402,0.9668088018810296,-0.4195132598367628,0.014675589081711305,10000000000.0,True,6.144058465957642,1,poi,207
1.0648987433636128,-0.8470164110725846,0.9743979608568015,-1.461110652258163,0.0420367802087489,10000000000.0,True,6.057135581970215,2,poi,207
1.0808290128214932,-0.6826752255046546,1.0195254015709299,-0.42721595044137084,0.042365479933890476,10000000000.0,True,6.0753912925720215,0,ei,258
0.9000343124452035,-1.0465011410522402,0.9668088018810296,-0.4195132598367628,0.014675589081711305,10000000000.0,True,6.134907960891724,1,ei,258
1.0648987433636128,-0.8470164110725846,0.9743979608568015,-1.461110652258163,0.0420367802087489,10000000000.0,True,6.040343999862671,2,ei,258
1.0808290128214932,-0.6826752255046546,1.0195254015709299,-0.42721595044137084,0.042365479933890476,10000000000.0,True,6.308300733566284,0,ucb,258
0.9000343124452035,-1.0465011410522402,0.9668088018810296,-0.4195132598367628,0.014675589081711305,10000000000.0,True,5.95489239692688,1,ucb,258
1.0648987433636128,-0.8470164110725846,0.9743979608568015,-1.461110652258163,0.0420367802087489,10000000000.0,True,4.983638048171997,2,ucb,258
1.0808290128214932,-0.6826752255046546,1.0195254015709299,-0.42721595044137084,0.042365479933890476,10000000000.0,True,5.248326778411865,0,poi,258
0.9000343124452035,-1.0465011410522402,0.9668088018810296,-0.4195132598367628,0.014675589081711305,10000000000.0,True,5.155376672744751,1,poi,258
1.0648987433636128,-0.8470164110725846,0.9743979608568015,-1.461110652258163,0.0420367802087489,10000000000.0,True,6.018835783004761,2,poi,258
1.0808290128214932,-0.6826752255046546,1.0195254015709299,-0.42721595044137084,0.042365479933890476,10000000000.0,True,6.174094915390015,0,ei,309
0.9000343124452035,-1.0465011410522402,0.9668088018810296,-0.4195132598367628,0.014675589081711305,10000000000.0,True,7.467348098754883,1,ei,309
1.0648987433636128,-0.8470164110725846,0.9743979608568015,-1.461110652258163,0.0420367802087489,10000000000.0,True,10.142125368118286,2,ei,309
1.0808290128214932,-0.6826752255046546,1.0195254015709299,-0.42721595044137084,0.042365479933890476,10000000000.0,True,5.3197057247161865,0,ucb,309
0.9000343124452035,-1.0465011410522402,0.9668088018810296,-0.4195132598367628,0.014675589081711305,10000000000.0,True,5.761773586273193,1,ucb,309
1.0648987433636128,-0.8470164110725846,0.9743979608568015,-1.461110652258163,0.0420367802087489,10000000000.0,True,8.550294876098633,2,ucb,309
1.0808290128214932,-0.6826752255046546,1.0195254015709299,-0.42721595044137084,0.042365479933890476,10000000000.0,True,5.8736677169799805,0,poi,309
