ka,ba,kc,bc,r,loss,success,time,run_idx,cycle
1.1678879798960105,-0.38858905244355224,0.9289752928374897,-1.0862024998701234,0.07956985555708024,10000000000.0,True,0.010831117630004883,1,156
1.0636141793716785,-0.5943897886439244,0.8735766888569362,-0.2951230725940561,0.08123458888437107,10000000000.0,True,0.007745027542114258,2,156
1.0303931068028769,-0.7465403007227638,1.0059943210596318,-0.2102359301611587,0.09606015325207723,10000000000.0,True,0.007958173751831055,3,156
0.904292227642548,-0.981189867044912,1.0152831606507826,-0.5161186970960948,0.09699804492755042,10000000000.0,True,0.006728410720825195,4,156
1.1773441699697313,-1.2155802863767327,0.9500594397473201,-1.0429211716625801,0.0629585465970304,10000000000.0,True,0.006800174713134766,5,156
1.1092627314682688,-1.204645255760725,1.1238273541188375,-0.19154496567147516,0.095224279126417,10000000000.0,True,0.006183147430419922,6,156
1.0346713068008855,-0.351606622313823,1.1881612167358886,-0.27319223399818826,0.028987123270325144,10000000000.0,True,0.008936643600463867,7,156
1.1294424968838013,-0.5152060540026899,1.0409498677387785,-1.1819692289662975,0.05232533157613772,10000000000.0,True,0.004906177520751953,8,156
1.0944922602606872,-0.49656693007003816,0.8272257803146583,-0.23483188413151201,0.03765330806297286,10000000000.0,True,0.0069217681884765625,0,207
1.1064576206553516,-0.8236891506656432,0.8720859940370109,-0.333837049670918,0.07776155442549698,10000000000.0,True,0.005525827407836914,1,207
1.1548752826997204,-0.5510996895149338,1.031843878527495,-1.2039340367269142,0.09686042108398762,10000000000.0,True,0.008183002471923828,2,207
1.097112492449658,-0.6605925444874039,0.9975965592943153,-1.047265313982096,0.034229057852185586,10000000000.0,True,0.01025247573852539,3,207
1.1354253527416727,-0.1425159233522897,1.0908443326698207,-1.2388103010722364,0.007909059269458474,10000000000.0,True,0.007346391677856445,4,207
1.0164986265312228,-0.9414537086651205,0.8577115876447596,-1.2414791170494015,0.06810972072212108,10000000000.0,True,0.008280277252197266,5,207
1.1797360013145088,-0.08288657257229204,1.1297214555603534,-0.7450167680092548,0.06811016754196626,10000000000.0,True,0.0077893733978271484,6,207
0.965270804459867,-1.2170850768373536,0.9498963101711657,-0.6945483999773501,0.04522734770264918,10000000000.0,True,0.0072939395904541016,7,207
0.9343418064004485,-1.4037934983966813,0.9636405442278271,-0.44831081014976926,0.09566386110834918,10000000000.0,True,0.007820367813110352,8,207
0.9716134807987303,-1.282908358480829,1.0579600861484642,-0.5935740829609774,0.0952383249699272,10000000000.0,True,0.00590968132019043,0,258
0.9791933800207082,-0.8677143592417351,0.8021484432212842,-0.8235307163871226,0.07772419262039593,10000000000.0,True,0.005635738372802734,1,258
0.9201740644818901,-1.0366280366369884,1.054850175206291,-1.072050664737403,0.011151374841801466,10000000000.0,True,0.007275581359863281,2,258
1.0172977776184104,-1.272518760020938,0.9596918014377749,-1.3324093412094689,0.09015039678810816,10000000000.0,True,0.006585121154785156,3,258
0.9501611941434678,-0.813932959471127,0.9728768656946237,-0.24372440075281387,0.032496873148759556,10000000000.0,True,0.009761571884155273,4,258
